canal,tvg_id,categoria,url_original,status,resultado,url_final
TV Encontro das Aguas,TVEncontrodasAguas.br,Canais Abertos,https://stmv7.samcast.com.br/sistemaencontrodasaguas/sistemaencontrodasaguas/playlist.m3u8,INCONCLUSIVO,geo/auth 403,https://stmv7.samcast.com.br/sistemaencontrodasaguas/sistemaencontrodasaguas/playlist.m3u8
TV Evangelizar (720p),TVEvangelizar.br,Documentarios e Outros,http://45.162.64.114/EVANGELIZAR/index.m3u8,OK,206/206,http://45.162.64.114/EVANGELIZAR/index.m3u8
TV Fronteira (480i),TVFronteira.br,Documentarios e Outros,https://tvfronteira.brasilstream.com.br/hls/tvfronteira/index.m3u8,OK,206/206,https://tvfronteira.brasilstream.com.br/hls/tvfronteira/index.m3u8
TV Futuro (1080p),TVFuturo.br,Canais Abertos,https://tv02.zas.media:1936/tvfuturo/tvfuturo/playlist.m3u8,OK,206/206,https://tv02.zas.media:1936/tvfuturo/tvfuturo/playlist.m3u8
TV Gazeta (720p),TVGazeta.br,Canais Abertos,http://45.162.64.114/GAZETA/index.m3u8,OK,206/206,http://45.162.64.114/GAZETA/index.m3u8
TV Gazin (720p),TVGazin.br,Canais Abertos,https://cdn-tiva-video09-logicahost-com-br.smartbit.co/tvgazin/tvgazin/playlist.m3u8,OFF,URLError,https://cdn-tiva-video09-logicahost-com-br.smartbit.co/tvgazin/tvgazin/playlist.m3u8
TV Gideoes (1080p) [Not 24/7],TVGideoes.br,Documentarios e Outros,https://streaming01.zas.media/gideoes/programacao/playlist.m3u8,OFF,URLError,https://streaming01.zas.media/gideoes/programacao/playlist.m3u8
TV Globo Sao Paulo (720p),TVGloboSaoPaulo.br,Canais Abertos,http://170.84.165.204/Globo_HD/index.m3u8,INCONCLUSIVO,geo/auth 403,http://170.84.165.204/Globo_HD/index.m3u8
TV GRANDE NATAL HDTV BRASIL (1080p),TVGRANDENATALHDTVBRASIL.br,Documentarios e Outros,http://tvgrandenatalhd.duckdns.org:8080/hls/live.m3u8,OK,206/206,http://tvgrandenatalhd.duckdns.org:8080/hls/live.m3u8
TV Grao Para (720p),TVGraoPara.br,Canais Abertos,https://video01.kshost.com.br:4443/moises3834/moises3834/playlist.m3u8,OFF,URLError,https://video01.kshost.com.br:4443/moises3834/moises3834/playlist.m3u8
TV Guara (720p) [Not 24/7],TVGuara.br,Documentarios e Outros,https://video02.logicahost.com.br/tvguara23/tvguara23/playlist.m3u8,OFF,HTTP 404,https://video02.logicahost.com.br/tvguara23/tvguara23/playlist.m3u8
TV Interlagos (360p),TVInterlagos.br,Documentarios e Outros,https://v8.ciclano.io:1443/tvinterlagos/_definst_/tvinterlagos/playlist.m3u8,OFF,URLError,https://v8.ciclano.io:1443/tvinterlagos/_definst_/tvinterlagos/playlist.m3u8
TV Justica (720p),TVJustica.br,Documentarios e Outros,http://45.162.64.114/TV_JUSTICA/index.m3u8,OK,206/206,http://45.162.64.114/TV_JUSTICA/index.m3u8
TV Liberdade (720p) [Not 24/7],TVLiberdade.br,Documentarios e Outros,https://srv1.paineldevideo.com/liberdaderadioetv/liberdaderadioetv/playlist.m3u8,OFF,URLError,https://srv1.paineldevideo.com/liberdaderadioetv/liberdaderadioetv/playlist.m3u8
TV Life America (720p),TVLifeAmerica.br,Documentarios e Outros,https://streaming.cloudecast.com/hls/tvlifeamerica/index.m3u8,OK,206/206,https://streaming.cloudecast.com/hls/tvlifeamerica/index.m3u8
TV Litoral RN (720p),TVLitoralRN.br,Canais Abertos,https://5ad482a77183d.streamlock.net/tvnordesteegmail.com/tvnordesteegmail.com/playlist.m3u8,OFF,HTTP 404,https://5ad482a77183d.streamlock.net/tvnordesteegmail.com/tvnordesteegmail.com/playlist.m3u8
TV Mackenzie (480p),TVMackenzie.br,Documentarios e Outros,https://player.internetaovivo.com:8443/live_tvmackenzieabr/tvmackenzieabr/playlist.m3u8,OFF,URLError,https://player.internetaovivo.com:8443/live_tvmackenzieabr/tvmackenzieabr/playlist.m3u8
TV Mais Marica (1080p),TVMaisMarica.br,Canais Abertos,https://5cf4a2c2512a2.streamlock.net/tvmaismarica/tvmaismarica/playlist.m3u8,OK,206/206,https://5cf4a2c2512a2.streamlock.net/tvmaismarica/tvmaismarica/playlist.m3u8
TV Mana Brasil (1080p),TVManaBrasil.pt,Documentarios e Outros,https://w1.manasat.com/tvmana-brasil/smil:tvmana-brasil.smil/playlist.m3u8,OK,206/206,https://w1.manasat.com/tvmana-brasil/smil:tvmana-brasil.smil/playlist.m3u8
TV Marajoara (720p),TVMarajoara.br,Canais Abertos,https://tv02.zas.media:1936/tvmarajoara/tvmarajoara/playlist.m3u8,OK,206/206,https://tv02.zas.media:1936/tvmarajoara/tvmarajoara/playlist.m3u8
TV Meio (720p),TVMeio.br,Canais Abertos,https://cdn-tiva-maystreaming-cloudecast-com.smartbit.co/redemeio/index.m3u8,OFF,URLError,https://cdn-tiva-maystreaming-cloudecast-com.smartbit.co/redemeio/index.m3u8
TV Metropole (720p) [Not 24/7],TVMetropole.br,Canais Abertos,https://cdn-fundacao-2110.ciclano.io:1443/fundacao-2110/fundacao-2110/playlist.m3u8,OK,206/206,https://cdn-fundacao-2110.ciclano.io:1443/fundacao-2110/fundacao-2110/playlist.m3u8
